restaurant_id,restaurant,address_city,longitude,latitude,dish_description
c0864a061ef9f7554e40283634ac6e0c49c1d479f6cedf0fdfb97c653db66453,Le Gusta Mexicano E Porções,SAO PAULO,-46.695115,-23.483021,Comida Mexicana
80d7d5fb194f3e93cad49533190b2d444ca0f31e356e1ba6f717109ee461baab,Divino Sushi,SAO PAULO,-46.764969,-23.659173,Comida Japonesa
cc1216b9e500fb280f15999dd6f09b0bffb5d5945b0e471485685538a3a8d684,Empada Brasil - Casa Verde,SAO PAULO,-46.659388,-23.497927,Lanches
9ec072d2209b1130349f83288b46c7a6fe94b90ae19fdd5c0e2276061c45b32a,Açai E Tapioca,SAO PAULO,-46.642053,-23.491873,Comida Saudável
67edffa4a97416bdebfeecb1f14dd3ed9b2579a5c4bf8d5dee01597542ff4c47,D'rapha - Parque Maria Helena,SAO PAULO,-46.763624,-23.661863,Pizza
b7386e31f7186c908a1280fd5dca5fbefb063ad11f5a175fcf09a9ca0c3d2ef9,Suprem,PORTO ALEGRE,-51.214377,-30.032458,Comida Indiana
fcf897acb2858b758fb0dbf794b4e0760b5fece1eea97310ba474dd596e52703,A La Carte Mineiro,SAO PAULO,-46.691015,-23.620705,Comida Variada
3200faf731a606c4e6674a4b39229069c65fd9550eabbf583a348ebb557c9b28,Pirâmide Esfihas,SAO PAULO,-46.573633,-23.557755,Comida Árabe
0b179a3c2cef7529da8dc7a7f5b253f1eb6932edaeaaf92a361530abd28e200e,Baião De Dois,SAO PAULO,-46.583553,-23.479543,Comida Brasileira
d99d08700aac0d787861f55b830d363919d726f0ca248821ec31d15a8a68ffb1,Villa,SAO PAULO,-46.646523,-23.587993,Comida Brasileira
65936cf365a2b6795df2376b31bea6f7a13e15a2fb538aed145523f039e390ae,Mani In Pasta Cozinha Italiana,SAO PAULO,-46.643848,-23.581488,Comida Italiana
4f203489ab25bb2244b893222d954c58e743557dccf88f896a9f7f10d6131352,Wood Pizzas,PORTO ALEGRE,-51.194512,-30.038112,Pizza
b5b2694f8c332c8889186e9e783a33690e278060c5c7806295b0befcb9807cf7,Lanchonete Maranata,SAO PAULO,-46.484149,-23.499356,Lanches
097e9e030e1b6be9cdc15f1bc990637de5b9b16844fe80ae543671e78a1531b9,Pizzaria & Esfiharia Romanelle,SAO PAULO,-46.68602,-23.483678,Pizza
6c3909e10f3a3273ecc9aa3a31afb497fd9f34003020367b5a278717007d9ecd,Santo Rango Burguer,SAO PAULO,-46.625813,-23.495323,Lanches
d12b103430c550ecb3433c3bec68b6c783f4bf2e8eb8baaab5c9e1257ae55ef2,D+ Restaurante E Gril,SAO PAULO,-46.460262,-23.551979,Comida Brasileira
2bdaf0671043a17c0c3bcac6214f5f22323d3279a46706f75c6536d5c70126e8,Fruit&mellow,SAO PAULO,-46.691775,-23.633456,Comida Saudável
c759f9c1fe1679b63c2ae2d3f0aaf6dd57c2adf7591cfa34bd529918b85097a4,Sala Vip - Jardins,SAO PAULO,-46.660836,-23.568958,Pizza
fb8932d25f5900f7122234caeb9d96382fbd74e9e2ac926a7ee17d3a4005c3ee,Natturali - Vila Andrade,SAO PAULO,-46.736798,-23.631755,Comida Variada
6a5ab9b1cecbaaaa6df0991c23d055f1716d0220c425ce5a936782dae980cf7e,Stunt Burger Iguatemi,SAO PAULO,-46.688008,-23.57576,Lanches
75c192c878f15c80eefbf87f6f42fef52a59e232b27995750cd71cac286d0680,Oficina Do Espeto,SAO PAULO,-46.677889,-23.599333,Carnes
d6c9060a74ee3043417efd4972b072a3a6c7c56c9882b817b63755cb6fb6fc0f,Rueiro,SAO PAULO,-46.698649,-23.552478,Lanches
4dbee63d1932682b4f83f68b4bd20e188ce8f649bc8b75ce9a533592b51c976b,Bela Esfiha,SAO PAULO,-46.60422,-23.47654,Pizza
3f8417dbedb4d34ea57f3f6f6308253f26383b3336461a3452d66584fc676ef3,Dom Vitto Pizzeria,SAO PAULO,-46.646389,-23.647229,Pizza
d6fb18eccb20d10996989884b7c2f25eb1e763b3418f6f52df3d12ff0d12c0e8,Pizzaria Nossa Massa,SAO PAULO,-46.57006,-23.519558,Pizza
f7fda5c23f1c303bace9ba325c1be9ba9719be4eda330064d79521da9cc82d90,Burguer De Garagem,SAO PAULO,-46.592273,-23.540723,Lanches
0133f7928a01abcc231b3844cbfd328241cb1f6d167f3c71e724a4c6af9e5111,Temakeria Tuiuti,SAO PAULO,-46.576668,-23.529833,Comida Japonesa
c966f1ca8b9c35f894579fc36beb023c2f0b44c13186793c1a63bf540b605a4f,Pastel Gigante - São Luis,SAO PAULO,-46.757954,-23.660463,Cozinha Rápida
7c1fc3a7e7d2fb9de1106a605508bd9d0fedb866c4894f313cac48e331ccffe5,Nosso Café Moema Breakfast,SAO PAULO,-46.665139,-23.602738,Bebidas
6a3f465a0e2a4dcb161a7bcd8cc2991a2adec46dfe1ce84a76ce3b15d347fe10,Pizzaria Paulistana,SAO PAULO,-46.641353,-23.558431,Pizza
95de81a43bd6f9a1663733843c1f83c86019e845312c93878f75ad660448175f,Pizzaria Do Tião,SAO PAULO,-46.405851,-23.527004,Pizza
479920ae80ef34bb92f0abf48dcdc2585020a10daf98b76416bc47b05dc72764,Ora Bolas Snooker Bar,SAO PAULO,-46.690669,-23.544003,Lanches
42133b4c4057efe14de4757d07dc0495e7e393ef55d2174e311a4772f9a5a413,Whats Byer Bar E Lanchonete,SAO PAULO,-46.593893,-23.639719,Comida Brasileira
4829182aa61858146e3b1302dad88d77d56618ff15341041c73c7a332efb1f37,Kotay Sushi,SAO PAULO,-46.639059,-23.585015,Comida Japonesa
825afd57e93b4580a1a135f07ca36d507b1627bf7375ed60cab59c6a7f9b7f07,Jetis Burger & Grill,SAO PAULO,-46.706969,-23.632503,Lanches
cc08a95cfb4cec9ed5bf807a74a334799c81fc95a2d2ced04127d2d748e52928,Pot Pourri Pizzaria,PORTO ALEGRE,-51.185137,-30.030057,Pizza
7e3639ade95de9c24e9efeac7d62f66c725c3b645a642ddefe64c9d9f0b82e4b,Barxaréu,SAO PAULO,-46.644853,-23.587433,Comida Brasileira
0b5a64cac73199fda56afa51049c3b6fbcd4fdd16b40535404548eec2b494cef,Anttonio's Pizzas,RECIFE,-34.899376,-8.004003,Pizza
6813aacc6b36822a9a33673861c630f6301da767f6d63c752e38f1064aa8df01,Casa Buon Gusto,SAO PAULO,-46.676404,-23.602563,Comida Saudável
5c6671ed4ea9638c298308c8616d7d0263ed64d0d7cc307ae1f398e3b44bde61,Rusty Rock Burguer,SAO PAULO,-46.665273,-23.557798,Lanches
a9473febbb3acff9a910ad85726e5c1846ec29f2343c1b0c02f67e072999c58a,Restaurante Requinte,SAO PAULO,-46.534737,-23.549774,Comida Brasileira
28222e62c49635348386b031b8d5a494ef77524cf4eac4bcf0c888e1fc409445,Rota 448 Burger Park,RECIFE,-34.885747,-8.038205,Lanches
f5c809925bf9c93da4ed69540d235aaeb7fb3a9acdd0f932ee2843fc0c1061e1,Alquimia Do Café - Brooklin,SAO PAULO,-46.688632,-23.621254,Vegetariana           
9aa8c6ff088b03f8f3d107093dd9ea3a7cc65d247d5f2e7c037deaab14c68cca,Delivery Alemanha,SAO PAULO,-46.678448,-23.475613,Comida Brasileira
7246131430c1af8864d3cd439b58f9b77e279fccc5cbd15a5a00710cade8351b,Restaurante Camponeza,PORTO ALEGRE,-51.199383,-30.01196,Cozinha Rápida
578f51bbdeba896f89f73d62790dd925d67f16a8dccbffe843b3246dce39f476,Aclimação Bar E Gastronomia,SAO PAULO,-46.628937,-23.577503,Comida Brasileira
e5ce58890d30a059f688bf0b2b78ac569f77f844504e8e718e5519176bd71ba5,Don Camaleon Paletas Mexicanas,SAO PAULO,-46.606666,-23.583968,Comida Mexicana
7e40ad2f46c915de22a21fbec5416fd3fea4193bfd0b6302cacb0c2197df0136,Pizzeria Sozza - Jabaquara,SAO PAULO,-46.647834,-23.651374,Pizza
e7f6dcb3b29fc8dfa5884965ca47360f1676e303fe7e766834f9b78d9b6dc65c,Executivo,PORTO ALEGRE,-51.193644,-30.056629,Comida Brasileira
a5600d6d23a847c90aff80a5b6b381885d4569da88eef391493ef8c65d02cdd1,Carlitos Burger,RECIFE,-34.908704,-8.043933,Lanches
57191b4877dd50f1c4d5b85cb77dc947bb203a3cf27bebb5bd8677a86d1d52ba,Ryuu Zushi - Perdizes,SAO PAULO,-46.682043,-23.536287,Comida Japonesa
148c755b1b75f1c68dfbceba5273a45dff86f0e2f9feb4bf730b2fa04b786f88,Pizzeria 2 Amigos,RECIFE,-34.93487,-8.033723,Pizza
469cd882905d1ac9b45da41f2c87b90365b30a44271f3acacc82ce3db698e661,Simples E Caseiro,SAO PAULO,-46.627005,-23.615718,Comida Variada
09c8b6ded0cfd9bc5061b82617b00bacc74a909d0deaf9c6855a595e6f76848a,Bar Do Betinho,SAO PAULO,-46.689807,-23.555369,Comida Brasileira
c781b075cdb9a63d933a25a0b9911b9c8241ad187dd2decb3fa79650ebda58f5,Big In Beef Hamburgueria,SAO PAULO,-46.757879,-23.485436,Lanches
4ad871e14730dfcd11bab74c61f4980a2ad9844ddea51d81d29374fe5bb876a2,Brazzatto Pizza Delivery,SAO PAULO,-46.575643,-23.589941,Pizza
d1401cdcbdb60801e04917b32063b7a6901ad10afeba5df2d117d2f5664e0a79,Mcdonald's - Cursino,SAO PAULO,-46.620296,-23.622753,Lanches
fdc6d5a28556317763f07e2ffa9aa5d8f750708364abcb1b8153273491ea5ba8,Haven Burger,SAO PAULO,-46.681238,-23.530868,Lanches
62a9026ccc3094565ab6573136db5d2772a8e6f366f3dc76b5947a6115b75560,Figueira Prime Burguer,SAO PAULO,-46.729464,-23.617316,Lanches
fee9602ea201d1c3f629b27bcc7dad853785bd7824487406981e61a3d092b35a,Confraria Da Picanha,RECIFE,-34.903466,-8.128334,Carnes
e2bde93d41021bb5748568e75338c465e3272d1086ba94082f0c0ae6494942ea,Subway - Casa Amarela,RECIFE,-34.916677,-8.027596,Lanches
e90faf06a701e68779da8253b60fab582da76c3429785baab745d09291c09188,Pizzaria Nova Veneza,SAO PAULO,-46.601458,-23.627944,Pizza
e3b7fa13bfe785175e7a2a30ea8c6200bbbc6ca4f89dfdcb68ef38aeacea74f5,Tank Burger,SAO PAULO,-46.516852,-23.539454,Lanches
5558333dfa0dbe4d173c0eec8152362cd5f5b6ed9724194e94811121a655ef91,É José! Sushi,SAO PAULO,-46.694019,-23.561993,Comida Japonesa
48f74e55f23e09b7a05caa3d2d86b690bfde7013cdf334f6b54c58986ea1a6b2,Pizzaria A Paulistana,SAO PAULO,-46.653498,-23.470188,Pizza
664aa577a0cc1435e72100136c914d1575c0d4b115d6d14d4a64fe6cc3143be3,Juka Burger,SAO PAULO,-46.660633,-23.489493,Lanches
c2d00c2908913f688049266a4049974000d44def58f517905f040a5fa1627048,Pizza Express (vila Mariana),SAO PAULO,-46.648233,-23.587963,Pizza
5a5bce540ad142742a38c9a71c96a7193fb8f30a6531be49b289e6381d239ee9,Olea Mozzarella Bar -cidade Jardim,SAO PAULO,-46.697539,-23.59905,Comida Italiana
002a8cba18e1ccaefc63ed0b34e5f33e628d79297472bcc4a430ca64916dd649,Boali - Riomar Recife,RECIFE,-34.890726,-8.085986,Comida Saudável
4926db170cc04e51beb5a8f06233a3d2f01a8c294d3cd053c00a3ce3921140fd,Dona Carmela,SAO PAULO,-46.635823,-23.503313,Comida Italiana
56c4f66bcfca70d0071ea2b5c77e00ba1d8c660416efe7746fbbbe880e86779e,Mochi Sushi&temakeria,SAO PAULO,-46.673568,-23.506868,Comida Japonesa
4394398d70cdd09973e8e5c9497856e5e7eb027efbc01f800f70c6967646dd15,Saladenha - Av. Paulista,SAO PAULO,-46.659122,-23.559197,Comida Saudável
e63734d9ab3401dba416cbeeaf934a4357ccf95dba1320c4e430b5eae9643af4,Restaurante E Pizzaria Dos Gêmeos,RECIFE,-34.895029,-8.009778,Comida Brasileira
092480ef41a5dc4679d3642273ecb79630f592e56e85831b83c91f14a4e7fe1e,Top Blend's Burger Grill,SAO PAULO,-46.734819,-23.664018,Lanches
a038873b409c88c4e3a59ec1df2513c7a59c30a1e6f343d8f3098d8983412475,Luth Pizzaria,SAO PAULO,-46.400363,-23.539305,Pizza
a4e99849cd6dc12b624fa8a76397658cbd8e32bb9a5c3c202641fa5f1c494ae9,Mil Grau Food,SAO PAULO,-46.732969,-23.528732,Pizza
dfeab5161b83a8aba2ac82443bdc684a0a058500ba403adbe0015e4dda9d0142,Black180,RECIFE,-34.943536,-8.059239,Lanches
2f11ce4ba55841d53d0c790d6db9c84aa914bd2f672cbda86b57a795d27dafe9,Consagrado Mineiro,SAO PAULO,-46.702819,-23.632898,Comida Brasileira
b390e8a2d032196609679f18b82c59b0455cb22cacaeb02f14d073dcf843727f,Buongustaio,RECIFE,-34.882717,-8.089501,Comida Italiana
9d28820b4fc8cc80968168f5b8d5b01747a90c0eaf3f1ff5f76af7be14f93ae5,Quanto Prima - Paço Alfândega,RECIFE,-34.874096,-8.064326,Comida Brasileira
ba92bf902d7d92accd8c4dd974191f62581ebdf874fbd150c93cb55ea498fc1c,Haburgueria E Pastelaria Big Fome,SAO PAULO,-46.392676,-23.519564,Lanches
76ef5d713a265d53cdfa176e257cab86c77adbaa3d005bd0b3edfba1b0df7e19,Pizza Prime - Bela Vista,SAO PAULO,-46.648334,-23.563551,Pizza
0c42e9c1bc40fa4304f8a23942bf0a8f8b31bc8859d2115fb27a7b67434bea36,Pizza Hut - Tatuapé,SAO PAULO,-46.564621,-23.552644,Pizza
60f257baa63aa31e56c0bd2d40971bd8ec882393545211b55937307ab79425aa,Gig Esfihas Bela Vista,SAO PAULO,-46.64161,-23.552295,Comida Árabe
6214ef6b8376c1c9a8561cb5f0b4f71390c84b1183ea104363a6a194672c2f7f,Do Italiano Pizzaria E Restaurante,SAO PAULO,-46.576778,-23.592604,Comida Brasileira
e3f42f0ad3e032c15cbf2244907dcc4160553d913046879f08b6c9b8604b53b7,A Padoka,SAO PAULO,-46.627165,-23.605574,Comida Brasileira
381dd04d854de0621c8f33213a136dc6bd35b130cd571732fbbcb69f0f14fe9a,Appenini Gourmet,RECIFE,-34.877816,-8.025553,Comida Variada
a82b1e28f133a422b88452b63e37483245ac3ae6d3c4ccd6d90e1a27f84bed97,Mcdonald's - Moinho Dos Ventos,PORTO ALEGRE,-51.200283,-30.024136,Lanches
c2de28c501392e6320717e3dcaf0352fb3927e7e3601550d68c4148a062754da,Xis Da Vila,SAO PAULO,-46.70714,-23.497955,Lanches
7a79cecd2ca14103d5d15702b80f2228aef41b7aaff53364023f10e9fdb94029,China In Box - Boa Viagem,RECIFE,-34.899684,-8.113579,Comida Chinesa
4e51f9876fd9caf4ba56e4f75fff0f0fc467ac762b749edac287aea9abab4078,Sabore Pizzaria,SAO PAULO,-46.642492,-23.549195,Pizza
f9befe0adb0afea4b097afad630e838375c44d1b696926d7964dfa77e4ecd52d,Dukin's Burger,SAO PAULO,-46.746004,-23.488105,Lanches
1b9119958847671b0a0fdd0afe98736f5d5d335a2d3f15f8bfc71aa0d6430e4f,Taverna Fit,SAO PAULO,-46.714369,-23.63282,Comida Saudável
00de49e1323adc7ba28aae39406ea24b71e2899c0cc5d5fc94859c7a82e427ac,Casa De Grelhados - Bassi,SAO PAULO,-46.682159,-23.592718,Carnes
f86e8fe5c4646876b19e47bf88670882a639de6cf5a8d0c426338703f5767b95,Cabeça Multi Lanches,PORTO ALEGRE,-51.226653,-30.036543,Lanches
406691c11e84e6b20935887757cc1357f34f414eac65fb96a29d46ee8fe65ae7,Toscana Bar & Restaurante,SAO PAULO,-46.415148,-23.486196,Cozinha Rápida
58700070d88a164b22cbbad44e384755799daa9f82f85c846d684b6192dcc29d,Sabor Gaúcho,SAO PAULO,-46.684368,-23.501848,Pizza
e8db7ffb6b7415fb80865e36ab8fe5c5917fa0ea2055bb980d3e187d45ea0cb5,Bartô Gelateria,SAO PAULO,-46.564727,-23.552018,Sorvetes
d043123d0df2e820455ff8381821f485cb55797d094f0dacfca9757eeda85ae1,Butcher's Market,SAO PAULO,-46.676689,-23.581143,Lanches
f740851758a43440aca7ccaf6b653051471e47ebf3fba605a74e3acafc16e419,Pizzaria Porcinos,SAO PAULO,-46.751804,-23.660965,Pizza
aeace5c4d0bf432de0de69c99fe61c170235956060a64cb504bdbee8e3207233,Neco Burguer E Café,SAO PAULO,-46.679051,-23.603538,Lanches
a8e6949c34ee6ad391e9584deb7c49fbc7a897874562766e4858d87cc66d3723,Mix Lanches,SAO PAULO,-46.492819,-23.572744,Lanches
c3bf5e21b73278e51a3769dda573cb97cd4d46c4d7768ae6fc469ecac2c056fa,Restaurante Roma Mineiro,SAO PAULO,-46.698429,-23.52282,Comida Brasileira
2305871ed2a2fe029f74e1392529157112b02802b34a60ac1af5ae22e7300988,Falafada Delícias Mediterrâneas,SAO PAULO,-46.653821,-23.542638,Comida Mediterrânea
2fa234677cd6b1f9112287f46f9364ad0b9232e5f4097665024aa8ce589ec977,Crazie Dogs,SAO PAULO,-46.671763,-23.527358,Lanches
eb97746594829c980a3eb2aab8a420e04a2e6a3118ef0f5b1a23276d2ac4903e,Lígia Refeições São Miguel,SAO PAULO,-46.524702,-23.520308,Comida Brasileira
09dc98bcedcb6b478e991cffdc83d0920c34e0c3edd29d6c8133ad5bac7f7fe4,Mulligan Irish Pub,PORTO ALEGRE,-51.157171,-30.029381,Comida Variada
85413cdfde66106ae2157346aa821fa68f5ed59462fc0204a538e6bf950260d0,Donna's Temakeria,RECIFE,-34.909316,-8.076349,Comida Japonesa
d33cc55674353d30e5515ee7147cd0cfa3211c16776341fa3b903f2d4807a04b,Johnny Boy Pastéis,PORTO ALEGRE,-51.231361,-30.13335,Lanches
c754965665a7c0e5f3387f796d62b6c376630eb80b196856f6f2a6ee27579a86,Naturella,SAO PAULO,-46.695918,-23.573732,Comida Saudável
de5695d8b032416a26d404b23f4dd5dd9125ce18dd1f4123f78eb1138e0431d6,Floresta Crescente,SAO PAULO,-46.684149,-23.678024,Lanches
efd3141daf59e5e3c41fc721358a39322691d8a00bcad030c1859009d44962a2,Delicinhas,SAO PAULO,-46.454557,-23.547459,Comida Brasileira
45d2554787efda5b8ce088dadc09743066ce6201e5453c499b89c08cffa82ae6,O Japô Express,SAO PAULO,-46.668704,-23.613107,Comida Japonesa
0f0186bbf6c791f795a9120fea980bb6dfd12ba6d17699b8757924ed91b95c8a,Gendai - Jardim Sul,SAO PAULO,-46.736519,-23.630916,Comida Japonesa
aaaedaecc0b5606c776de2fc15258c4b2c22ed4ce31074a287af7e7b1d02ad25,Komiaki Sushi,PORTO ALEGRE,-51.216652,-30.120953,Comida Japonesa
ced167811db2bb3110fcf669e901362efd6e8371dbab96a4a627b34ccf64d898,M&mmilkshake,SAO PAULO,-46.773231,-23.435284,Lanches
5c3c067e099df8ab0e0bc723782f9aa4f6c56521c14a024d8bd23787e100fb0c,Rizzo Gourmet E Burger+,SAO PAULO,-46.69699,-23.619036,Comida Italiana
d14b9f561137ee1a6ebda7666a31318ee2f88fcc5b0fdabb6f359315a9fc969a,Quanto Prima - Plaza,RECIFE,-34.912718,-8.036785,Comida Italiana
ea84cdddf7f001a7c043cf254458a39ee696c70311558cc09ef529551944f9fc,The Old Cut,SAO PAULO,-46.686402,-23.611137,Lanches
f342a86a838069b16861dfa8f1080b1fa7a35bbf1bba005d401b7d7853fbabd0,Sukiya - Saúde,SAO PAULO,-46.639653,-23.621084,Comida Japonesa
ee5b3874eae3a7840091055bdfec1bdf75ada3b3c5646f30f3b594a5cb74e940,"Levy's Bar, Restaurante E Hamburgueria",SAO PAULO,-46.768503,-23.589902,Comida Brasileira
a08c436736df4d787994090c636e2b85c33cd82eadab47b10ce803250ee0a8af,Village Burguer,RECIFE,-34.904526,-8.028875,Lanches
41e839a231fe3a33f4714bb07f60c6d8602891fbbad812d314c33a9cd0b87de3,Cap Burguer,SAO PAULO,-46.681907,-23.556241,Lanches
4ef0d37824c7e0a0d3f293fa04eaeff6460153eedfc24377780b008c5af45f3e,Hamburgueria Barriga Cheia,SAO PAULO,-46.648729,-23.700084,Lanches
7ec9825a11cc618c1dcc2824147eb8a4c63f977f7557610914928e8dd8c8beda,Galetos Pizzaria E Restaurante,SAO PAULO,-46.668947,-23.654613,Pizza
e0902d9732a6b4eae050d3f6fe58866b620f96166ec0ece1774bd94a7e155e79,Madureira Sucos- Itaim Bibi,SAO PAULO,-46.678834,-23.581408,Comida Saudável
5114f8af97ca8482bf3e386ba10ea6f55510c5c7261ea3b05b8f615fc56457d8,Brasa Bbq,SAO PAULO,-46.706413,-23.538856,Lanches
2d29ad680f5cfcd725b20c79a10a11f0ff147357ebd6c0bd9422e6fa58940f12,Tutto Riso Risoteria,PORTO ALEGRE,-51.202746,-30.02354,Comida Italiana
23a00860238c0e263793241a268b10e9ee30d01330a4d50dae748f4703c3954e,Mr Cheney - Iguatemi,PORTO ALEGRE,-51.174951,-30.023635,Cozinha Rápida
5d0a71087acd3cf56a3eb3b61289eec7931b9f6ba2529fa683c72bd6c20dbacd,Pizzaria Corado,SAO PAULO,-46.643083,-23.553958,Pizza
6aa4f317a5fbedea38bcac2954a3052173eeacd7f7b86db8494d5ccf70741c13,Familia Yannelli - Parrilla,SAO PAULO,-46.564727,-23.552018,Comida Variada
a36e747c9331518f5ee8b17c710ba3d3c1589d5edecce3cb67ca9a51fee3d164,Fut Pizza,SAO PAULO,-46.653669,-23.665104,Pizza
e23a9a1e08f43c91b7a4e66dffc93155dac92cbc326b07eaa14bcf8d2cc5f187,O Pico Espeto Bar,SAO PAULO,-46.627586,-23.494758,Carnes
f34f85b36bcb3e9754434137469fc50a50f23a7b8e323e961ad5b17ea0da43ae,Varanda Pizza E Esfiha Brooklin,SAO PAULO,-46.679973,-23.611603,Comida Árabe
693ee0232bbf76e2e0ae4766cedc02ee1212fde42487bab7a877523b4cfacac4,Kooala Salads & Veggie,RECIFE,-34.919355,-8.034884,Comida Saudável
b733aaf4e72e7573b815a61a0efea41cf9769c7d839f7bcab3a63623dd97a7fe,Bella Gula - Bourbon Ipiranga,PORTO ALEGRE,-51.189844,-30.054783,Comida Variada
3b9cd6a852dadd6fd56365fb5cf381dcfbca3570d36acbf63c79d0b440236ff5,Piatti Pizzaria E Cantina,SAO PAULO,-46.666519,-23.625948,Pizza
ebd37afcb546f4572b3f1882854c06bb81667a22ed6f93568a0783cdd54d4955,Rei Da Pizza,SAO PAULO,-46.583673,-23.589784,Pizza
f8eaefc80073a9461eca237fe39bef81d6b40ce190e80296e94e399c24609bde,A Pizza Tomate,SAO PAULO,-46.675193,-23.558003,Pizza
980f6fc3725d08e62afc3741242f933e08c5b28a09b01bb1807b6b39330c6c86,Ki Pizza,SAO PAULO,-46.593363,-23.486935,Pizza
8a5a8838d30cf64d5309ff8662ebf5ba4eba12de73630f47573a3f20dabb8b1c,Time Food,SAO PAULO,-46.620843,-23.57679,Comida Brasileira
fba13bebbb82f2e4f5a382aad3f1e1029ec5f083da7bac5aca1118e50c02471b,Nova Una´s Pizzaria,SAO PAULO,-46.721394,-23.488831,Pizza
cc3251846390d80493ed87526866730e4f1674dcbae3571a9a67c8579c7f1379,Pastel Chef E Açai,SAO PAULO,-46.719708,-23.61399,Cozinha Rápida
455f34d880ae840459cf9ebd4c7f79bd283f8c430baeba58f872d5ae5dfb7819,Papa Lanches - Cidade Baixa,PORTO ALEGRE,-51.222421,-30.037492,Lanches
4889951fa858bf3bbda5e5c0564b45ecd1d96a0a02fbf2e987a0f6ae77d8fc0e,Domino's Pizza - Perdizes,SAO PAULO,-46.673318,-23.543043,Pizza
af229208e6667101da360a8eda158ea456c4e07cef038d2b55a199640e007569,Pizzaria Bella Ilza,PORTO ALEGRE,-51.168615,-30.062637,Pizza
5b0810355d54df4582a27747ca03059dd5f0bcb6fad57445ebc5437817d4d1b5,Pizzaria Camelo - Jardins,SAO PAULO,-46.662073,-23.57232,Pizza
7a05c4bb4ec87e4a0f23b43e8ab7b999dcd6e3b7cf9658ab21b97e4f5145dc09,Lanchonete Da Mara,SAO PAULO,-46.669029,-23.670849,Lanches
20b107c64fe00b6d8cb371e42a59213fdf1ec1e5547181249e563cca85ce97e4,Makis Place - Alto De Pinheiros,SAO PAULO,-46.717779,-23.540598,Comida Japonesa
1123790b5f23becee6bf658f7a549af31b4d4fa0e96cbecbcecb48eec6eb60bd,Subway Estação Barra Funda,SAO PAULO,-46.663579,-23.522813,Lanches
3bddde7109c2f04ef93beda4acadb28dbee0d5cb086cd6bf5f98c67bfb937eb6,D'villa Pastelaria,SAO PAULO,-46.666334,-23.751694,Lanches
83e85f9b38d0dccb2f6d38710a9fb655870d4db34f48b98adbfec1a6aea6173f,Gv Bar & Restaurante,SAO PAULO,-46.58345,-23.482148,Comida Brasileira
9220531616f53f91e3d7b7d9e265f0d37f3f75da32ff323119e1e424f6bc6958,Bella Gula - Bourbon Country,PORTO ALEGRE,-51.163054,-30.022724,Comida Variada
5de9e93f55aa616560e83e0c7bfc0ab2fc59ef2cb8389e59d73a47b229478340,La Fortunata Pizzaria,SAO PAULO,-46.641475,-23.620409,Pizza
81758389fe22db07053af15afd907d8238eb145779545ace0fb726cc8e0fefe0,Top Pot Restaurante,SAO PAULO,-46.634173,-23.555788,Comida Chinesa
569644b008e9d033fbc80c712c2f856e0a59c5ccdff5acb3253886b326c7d3b9,Applebee's - Barra Shopping Sul,PORTO ALEGRE,-51.247099,-30.083945,Lanches
